,rouge-1,rouge-2,rouge-l
r,0.2566353441588271,0.050843351454431716,0.2003271357612609
p,0.15997553337340592,0.027586873446017603,0.1232340187346059
f,0.19239753940439205,0.03480280085616259,0.14886914688280994
