,rouge-1,rouge-2,rouge-l
r,0.260602046112571,0.043143863381510696,0.21164774659208993
p,0.14473190118081225,0.021512615309401517,0.11630084596581722
f,0.18152716875561078,0.02790840928566795,0.14636138850202282
