,rouge-1,rouge-2,rouge-l
r,0.28608377672021573,0.06545787806241886,0.22513500107382492
p,0.1735432378197654,0.03450608783857579,0.13473061518148108
f,0.21100385892733628,0.04397382613409067,0.16458545263840205
