,rouge-1,rouge-2,rouge-l
r,0.20049743549940863,0.04756526335301468,0.15919754864630495
p,0.23375129714399376,0.05293828815052996,0.18519944255212611
f,0.20891416211012004,0.04813085559080105,0.1655893071693522
