,rouge-1,rouge-2,rouge-l
r,0.3361193851285011,0.10113329067867897,0.2697737772437403
p,0.18841467036304338,0.04958173786712337,0.15022767193659978
f,0.2366973539835354,0.06493703950941591,0.18912110142403601
