,rouge-1,rouge-2,rouge-l
r,0.3103303123164425,0.08771748498207951,0.2468960995945382
p,0.1795669740511153,0.044040262960988626,0.14153401855107797
f,0.22320043007511156,0.057354852655990406,0.17643574077143917
