,rouge-1,rouge-2,rouge-l
r,0.30838670705833354,0.08090842737789308,0.25127833601260463
p,0.17701716649856783,0.04022545983898248,0.14271561604932076
f,0.2205293264904986,0.05248815089625184,0.1784614314521797
