,rouge-1,rouge-2,rouge-l
r,0.3321460690357311,0.09166090328312974,0.26623979518966345
p,0.1839324561511617,0.044694122205393094,0.14581193478881663
f,0.23223109224730096,0.058728248244012064,0.18477652855116616
