,rouge-1,rouge-2,rouge-l
r,0.1899350547310135,0.027201443708948052,0.1433236064919524
p,0.205283576744355,0.030443269470248273,0.15441334493642547
f,0.19059222186472022,0.027642422355449323,0.14341504916443626
