,rouge-1,rouge-2,rouge-l
r,0.17495013223798084,0.03516100232014681,0.14010362240009488
p,0.21199654050290906,0.038376118042734615,0.16888429805734598
f,0.1844340613947744,0.035041979236738845,0.14717722084532714
