,rouge-1,rouge-2,rouge-l
r,0.1734890677737121,0.03270292554667917,0.13888062769106854
p,0.20154128085364365,0.034157068454071154,0.16049478608579934
f,0.17972520065904352,0.03200967681428298,0.1433387389485931
