,rouge-1,rouge-2,rouge-l
r,0.1861571741660738,0.036982987294148985,0.14611403281364535
p,0.21567732021399597,0.04059136054412968,0.1686006666534257
f,0.19315853999958715,0.03718439069103172,0.15114035203052628
