,rouge-1,rouge-2,rouge-l
r,0.3199795137942119,0.08395793303498027,0.27020327475399614
p,0.1733922927032868,0.03917606020664781,0.14540503173747993
f,0.2205352507642171,0.05215412380502707,0.18536673681567842
