,rouge-1,rouge-2,rouge-l
r,0.28822965066274486,0.06845106623496748,0.2273429124033905
p,0.17682298816084277,0.03622379574426677,0.13755125776750818
f,0.2140187332897246,0.04609537551960533,0.1672631450169453
