,rouge-1,rouge-2,rouge-l
r,0.30241785179702846,0.06049830589018743,0.2329829385427929
p,0.16796934939011346,0.031121215592230925,0.12768449245753832
f,0.21083003146343987,0.03997782307929856,0.16096916119947224
