,rouge-1,rouge-2,rouge-l
r,0.30137240648373337,0.08410377526814668,0.2397064879673138
p,0.22043337808650537,0.055566892736889174,0.17347356613275597
f,0.24972351290674427,0.0653986348371618,0.19734927470458827
