,rouge-1,rouge-2,rouge-l
r,0.21772118552304123,0.05037730410607001,0.17074246681839286
p,0.22071893452872615,0.04767074553263508,0.17254915874591656
f,0.2123822985790372,0.047360993414017775,0.16621638155088064
