,rouge-1,rouge-2,rouge-l
r,0.18777000357114118,0.03663476035418343,0.1472364171005843
p,0.20914584738438674,0.03879821890624058,0.1635443544190209
f,0.19116764032151667,0.03608504777748534,0.14948494344903981
