,rouge-1,rouge-2,rouge-l
r,0.2194869100113343,0.04877984774443635,0.17158252125363774
p,0.21523319963248372,0.04454264256526227,0.16746402448559553
f,0.2107043568927703,0.044995610096852996,0.16421790320012647
