,rouge-1,rouge-2,rouge-l
r,0.20222869213818964,0.04502141377726507,0.1592767298612427
p,0.22686278869453164,0.047845504524596204,0.17810383674889047
f,0.2070190547689974,0.044608102338035624,0.16269756983003544
