,rouge-1,rouge-2,rouge-l
r,0.30098056472404355,0.09084541229586966,0.23878410095191735
p,0.22323568513962977,0.06028586605328233,0.17528730046872237
f,0.25114733051128224,0.07071822814614226,0.19798620347969167
