,rouge-1,rouge-2,rouge-l
r,0.2870823739472025,0.06316603195647982,0.22514671442035072
p,0.17014812718858935,0.032340677917150944,0.1315826902204991
f,0.2085570259132419,0.04158990120913149,0.162052740570583
