,rouge-1,rouge-2,rouge-l
r,0.300422435044324,0.06483870952074874,0.2460364844612116
p,0.15517493445338776,0.02949319738321099,0.12564084517627638
f,0.20054211016973766,0.03957792718265779,0.16291881489682694
