,rouge-1,rouge-2,rouge-l
r,0.19342381044782975,0.031419495662187796,0.14721490482578456
p,0.21796016766363516,0.0373431465948091,0.1655986132846586
f,0.19776390238620822,0.032773219232741756,0.15024889735566946
