,rouge-1,rouge-2,rouge-l
r,0.2859232808013072,0.06307258635547193,0.22508879581767247
p,0.17005040057957355,0.03257027481190815,0.13195706293940324
f,0.20826897560057817,0.04177778662291501,0.16237824772060572
