epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.3777393112485634,2.3652889655614664,12.7399,0:22:08,0:05:21
2,1.7114374494972608,2.0420953390297587,7.7074,0:22:12,0:05:23
3,1.2281270923767105,2.1893125505597744,8.9378,0:22:14,0:05:23
4,0.8797742435740352,2.3539894346401007,10.5366,0:22:14,0:05:23
5,0.6281115390699968,2.50713454882792,12.3033,0:22:14,0:05:23
