epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.579541421906272,2.5319094511660434,16.5958,1:49:23,0:58:22
2,1.9009907670633792,2.26292669131479,9.6115,1:49:23,0:58:22
