epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.325740366669856,2.343284745298381,12.631,0:19:20,0:05:13
2,1.6793070993810144,2.021226480473856,7.5482,0:19:17,0:05:12
