epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,3.199153616314842,3.3719062696803697,29.2239,0:00:07,0:00:01
2,2.6734630039760043,3.077666987072338,21.7118,0:00:07,0:00:01
3,2.113388629186721,3.277429418130354,26.7168,0:00:07,0:00:01
