epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.340890808959211,2.3182515588795107,10.278,0:09:02,0:01:30
2,2.0780229449468863,2.170972375475725,8.7671,0:09:01,0:01:30
3,1.8552092158361615,2.1849174417701422,8.8904,0:09:01,0:01:29
