epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.2886467717474175,2.27970730775322,9.8522,0:15:28,0:06:34
2,2.0212649948283063,2.227999163998497,9.2814,0:15:30,0:06:36
