epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.5543182853587423,2.5434808269250007,12.8277,1:03:57,0:35:35
2,2.329957367516083,2.4638382895722275,11.7502,1:03:57,0:35:33
3,2.13921370294092,2.48379381182734,11.9869,1:03:55,0:35:33
