epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.281930288465896,2.26577012250626,9.7161,0:11:08,0:03:14
2,2.0103170879603214,2.1863834182421367,8.9032,0:11:08,0:03:13
3,1.7687147186927663,2.22792704954646,9.2808,0:11:08,0:03:14
4,1.539099403438788,2.321105999806348,10.189,0:11:08,0:03:13
5,1.3238007537897665,2.448453728981268,11.576,0:11:08,0:03:13
