epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.664011943850768,2.622221525540631,14.2887,0:45:13,0:17:09
2,2.3809710682739618,2.454179742092254,11.6373,0:45:14,0:17:09
3,2.2053586162007424,2.455765605215716,11.6554,0:45:14,0:17:09
