epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.4444207219597502,2.426962616396885,11.4663,0:08:02,0:00:39
2,2.155169281924125,2.188778715195999,8.9254,0:08:02,0:00:38
3,1.98748114606728,2.1590337028690416,8.6629,0:08:02,0:00:38
4,1.8002861236581695,2.191664607696284,8.9502,0:08:02,0:00:39
5,1.6097571360002625,2.26708896915897,9.6514,0:08:02,0:00:39
