epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.4315480531489624,2.4047555033658425,11.181,0:08:09,0:00:39
2,2.1523763158729903,2.184619349936035,8.8883,0:08:10,0:00:39
3,1.9846637736892565,2.155743087971381,8.6345,0:08:10,0:00:39
