epoch,Training Loss,Valid. Loss,Perplexity,Training Time,Validation Time
1,2.471450152078477,2.4634940098313725,11.9611,0:08:01,0:00:38
2,2.15906226290728,2.189451052082909,8.9316,0:08:01,0:00:38
3,1.9901764409573537,2.1575955721287947,8.6504,0:08:01,0:00:38
