,rouge-1,rouge-2,rouge-l
r,0.3323594469819126,0.08550042084448567,0.28497702664569363
p,0.15535114149115978,0.03251635411716122,0.1317459536360456
f,0.20547191213180804,0.04568916841994818,0.17478582398508113
