,rouge-1,rouge-2,rouge-l
r,0.35612941758668104,0.11165758458958971,0.30837302995015486
p,0.19535476403280455,0.04873032086228813,0.16787882497590234
f,0.24530619003829132,0.06557404650426207,0.21123035249670555
