,rouge-1,rouge-2,rouge-l
r,0.21790133045245014,0.04854736943531616,0.1828928784888512
p,0.19088075455638054,0.035933843665553446,0.16081808098427514
f,0.19330765109922607,0.03941507533598081,0.16209198976942357
