,rouge-1,rouge-2,rouge-l
r,0.3478067384125317,0.10284983521525247,0.2981213669318027
p,0.17959917350809357,0.043672875208858736,0.15331062180035754
f,0.23004330283148625,0.059117696932019306,0.19653641346502232
