,rouge-1,rouge-2,rouge-l
r,0.33359843331640593,0.08896627875133932,0.2876736155865893
p,0.1587353519597384,0.034296351732364436,0.1365773277017926
f,0.20832310033407803,0.04779407760488577,0.17921583665867502
