,rouge-1,rouge-2,rouge-l
r,0.34879679913585543,0.10891632937554173,0.30041764182354763
p,0.20191844766057418,0.05134292517793303,0.17269269406973267
f,0.2484232290281896,0.06743167525663876,0.21281672202887167
