,rouge-1,rouge-2,rouge-l
r,0.3506985790346862,0.10583444425439843,0.3011565906187363
p,0.18751703619775723,0.04579869606159193,0.16001215300785726
f,0.23697180569160425,0.06177284184366282,0.20243859472444672
