,rouge-1,rouge-2,rouge-l
r,0.25656433359784386,0.0601044520982424,0.21257471669026304
p,0.19176194628898754,0.040091043115182724,0.15811949373953244
f,0.21269005499876978,0.046573355693654825,0.17556257475218187
