,rouge-1,rouge-2,rouge-l
r,0.2520578654238765,0.06427624875309257,0.20837267684147195
p,0.2290990833231358,0.05418666468647344,0.18911782682298842
f,0.23309243054354084,0.057092900846714895,0.19233986505943698
