,rouge-1,rouge-2,rouge-l
r,0.22947262113032277,0.03647542735045089,0.18621352014049597
p,0.16104220744857034,0.023447654429668164,0.12990199272364752
f,0.1845729859106126,0.02772774616643787,0.14917226089275282
