,rouge-1,rouge-2,rouge-l
r,0.34037061812735925,0.1066478374866997,0.2849494405880097
p,0.2341521130840643,0.0679188543998064,0.1948757153590731
f,0.2720178911165627,0.0812236237908821,0.2268730288191322
