,rouge-1,rouge-2,rouge-l
r,0.2486701425940183,0.04059462931022049,0.20433834289635036
p,0.13762080034502025,0.020864715322754707,0.11218270697933436
f,0.17378835404437507,0.02693808893766379,0.14205873479188677
