,rouge-1,rouge-2,rouge-l
r,0.2344156647156567,0.0374155032681031,0.18925906545187654
p,0.16258643255327532,0.024081615129399624,0.12996178272261
f,0.1873168001339557,0.02846026714295995,0.15024803420594085
