,rouge-1,rouge-2,rouge-l
r,0.24299184778905888,0.05494632711693373,0.19988696418009322
p,0.1982174879021906,0.03882128949556892,0.16290737567921457
f,0.21025727446465753,0.043741831011809576,0.17262260027717954
