,rouge-1,rouge-2,rouge-l
r,0.38506561563421016,0.11533672907318303,0.3289243853143227
p,0.17422356704145026,0.043380669578986446,0.14729084728080977
f,0.2337290221424514,0.06115869213189255,0.19823357013350637
