,rouge-1,rouge-2,rouge-l
r,0.26074184786771415,0.05550470418854061,0.21987413002817105
p,0.16481882156759184,0.028918024212815637,0.13873322849692746
f,0.19347072171520552,0.03629207856680867,0.16263155628750767
