,rouge-1,rouge-2,rouge-l
r,0.34773548784296077,0.10847627333517489,0.29987539643006983
p,0.19763824530934362,0.050465816501060475,0.16976820559433775
f,0.24495757041613203,0.06655838721057149,0.2105351034399362
