,rouge-1,rouge-2,rouge-l
r,0.2821834241718268,0.05839212696562712,0.23249948032622209
p,0.15995491821857777,0.029777716739819146,0.1308227784439726
f,0.20034720706401796,0.038595253793818236,0.16421659206101533
