,rouge-1,rouge-2,rouge-l
r,0.22446963522578758,0.056597260193953884,0.18357914395169872
p,0.22920277833157368,0.05477617604554482,0.1867859596325736
f,0.2196747565274557,0.0538581379194876,0.17912777386149054
