,rouge-1,rouge-2,rouge-l
r,0.3110578108763933,0.09055128187897345,0.2602683295677678
p,0.20284285650855044,0.04878273684737652,0.16909855199155313
f,0.23770273113541823,0.06088194665543674,0.19839118776990933
