,rouge-1,rouge-2,rouge-l
r,0.2728761316893104,0.06856213960427056,0.22462924056686395
p,0.2050157001425272,0.04643268150926327,0.16773701406958264
f,0.22745475089140002,0.053675305512724834,0.1864656632366688
