,rouge-1,rouge-2,rouge-l
r,0.238802091673426,0.05324276909026789,0.1971667303397037
p,0.19222544698761793,0.03723465312966952,0.15837484206658353
f,0.20535890068635607,0.04220655491058033,0.16912603076327573
